dataset,z_ini,z_fin,x_ini,x_fin,y_ini,y_fin,voidmean,rockmedian,sigla_campo,bacia,condition,formacao,direcao_amostra,klinkenberg,codigo_facies,permeabilidade_longitudinal_m_d,porosidade_perc,log_pixelquadrado,cod_8cl,cod_10cl,reservatorio,classperm,classporo,log_perm,quantiles4,quantiles5,quantiles10
/data/SEP4_548777_LIMPA_AL_35000nm.nc,60,1495,209,939,218,948,2643.01703,4638.499975,SEP,SANTOS,LIMPA,BVE,,,,23.2,13.2,-5.638530491,,,HPQHPR,HPQ,HPR,1.365487985," 2286., 6814., 7300., 7634.,64284."," 2286., 6659., 7142., 7437., 7704.,64284."," 2286., 6169., 6659., 6941., 7142., 7300., 7437., 7567., 7704., 7878.,
 64284."
/data/LL12_F7647H_LIMPA_P_40965nm.nc,130,1650,219,816,208,805,9888.09539,3025.036887,TUP,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 5886.,12587.,13026.,13446.,62645."," 5886.,12469.,12865.,13184.,13551.,62645."," 5886.,12119.,12469.,12689.,12865.,13026.,13184.,13353.,13551.,13837.,
 62645."
/data/RJS730_526000_LIMPA_AL_20315nm.nc,20,810,200,973,206,979,1695.941686,2723.301063,ATP,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 1058., 4109., 4405., 4700.,43592."," 1058., 4031., 4296., 4515., 4775.,43592."," 1058., 3813., 4031., 4177., 4296., 4405., 4515., 4633., 4775., 4981.,
 43592."
/data/RJS682A_F2961H_LIMPA_P_40689nm.nc,70,1655,178,804,184,810,2531.019847,4061.026064,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,184,17,-4.736521544,ETR,ETR,HPQHPR,HPQ,HPR,2.264817823," 1965., 5645., 6462., 7087.,63637."," 1965., 5420., 6133., 6788., 7151.,63637."," 1965., 4733., 5420., 5824., 6133., 6462., 6788., 7012., 7151., 7279.,
 63637."
/data/RJS711_F9335H_LIMPA_P_40507nm.nc,45,1630,175,813,168,806,3222.798357,3263.957669,ATP,SANTOS,LIMPA,BVE,VH1,TRUE,RDS,249,19.9,-4.617738837,RDS,RDS,HPQHPR,HPQ,HPR,2.396199347," 2039., 6071., 6604., 7067.,58944."," 2039., 5928., 6411., 6788., 7167.,58944."," 2039., 5502., 5928., 6195., 6411., 6604., 6788., 6972., 7167., 7406.,
 58944."
/data/CRT46_V5136H_LIMPA_P_31591nm.nc,75,1485,204,1027,207,1030,3735.288711,3446.853791,CRT,CAMPOS(M),LIMPA,MCB,,,,,,,,,,,,," 1464., 6738., 7173., 7428.,60196."," 1464., 6593., 7037., 7283., 7479.,60196."," 1464., 6149., 6593., 6855., 7037., 7173., 7283., 7380., 7479., 7600.,
 60196."
/data/RJS755_658960_LIMPA_AL_23400nm.nc,100,1270,201,877,183,859,2667.840655,6559.189259,,CAMPOS(M),LIMPA,,,,,,,,,,,,,," 2896., 8825., 9254., 9676.,27041."," 2896., 8723., 9091., 9416., 9774.,27041."," 2896., 8464., 8723., 8919., 9091., 9254., 9416., 9585., 9774.,10022.,
 27041."
/data/ANP2A_F2788H_LIMPA_P_44655nm.nc,65,1505,182,708,186,712,3527.871676,4997.480266,MRO,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,2910,20.4,-3.467055354,RDS,RDS,HPQHPR,HPQ,HPR,3.463892989," 2939., 7903., 8496., 8864.,58245."," 2939., 7707., 8302., 8657., 8931.,58245."," 2939., 6951., 7707., 8058., 8302., 8496., 8657., 8797., 8931., 9086.,
 58245."
/data/RJS749D_T012330V_LIMPA_P_58500nm.nc,50,500,130,564,131,565,3455.196689,6735.09391,MRO,SANTOS,LIMPA,BVE,IV1,TRUE,,,,,,,,,,," 3085., 9197.,10126.,10584.,36201."," 3085., 8700., 9877.,10323.,10673.,36201."," 3085., 6739., 8700., 9502., 9877.,10126.,10323.,10498.,10673.,10883.,
 36201."
/data/RJS741_532360_LIMPA_AL_19010nm.nc,105,1515,289,1121,305,1137,4160.890242,2257.931551,MRO,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 3559., 6206., 6383., 6613.,63100."," 3559., 6162., 6315., 6457., 6710.,63100."," 3559., 6040., 6162., 6245., 6315., 6383., 6457., 6549., 6710., 7132.,
 63100."
/data/RJS731_V012230V_LIMPA_P_38900nm.nc,85,1765,188,858,199,869,3927.345225,4407.288042,MRO,SANTOS,LIMPA,ITP,VV1,TRUE,,83.6,11.4,-5.099079198,,,HPQHPR,HPQ,HPR,1.922206277," 2974., 7746., 8312., 8579.,56924."," 2974., 7518., 8161., 8426., 8634.,56924."," 2974., 6534., 7518., 7921., 8161., 8312., 8426., 8528., 8634., 8770.,
 56924."
/data/ANP2_F2814H_LIMPA_P_44853nm.nc,100,1600,186,760,182,756,4482.560464,2798.302304,MRO,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,369,19.4,-4.443617078,RDS,RDS,HPQHPR,HPQ,HPR,2.567026366," 3624., 6718., 7290., 7508.,37648."," 3624., 6353., 7165., 7384., 7552.,37648."," 3624., 5192., 6353., 6937., 7165., 7290., 7384., 7467., 7552., 7660.,
 37648."
/data/RJS749_T012447H_LIMPA_P_58500nm.nc,60,985,124,557,125,558,2274.439397,7698.429899,MRO,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 2156., 9500., 9950.,10274.,61608."," 2156., 9318., 9808.,10078.,10348.,61608."," 2156., 8028., 9318., 9626., 9808., 9950.,10078.,10206.,10348.,10538.,
 61608."
/data/BUZ40D_T013304H_SUJA_P_51000nm.nc,90,1620,146,643,147,644,2873.103716,5648.293074,BUZ,SANTOS,SUJA,ITP,IH1,TRUE,,,,,,,,,,," 2766., 7928., 8552., 8894.,56647."," 2766., 7694., 8368., 8698., 8961.,56647."," 2766., 6764., 7694., 8108., 8368., 8552., 8698., 8829., 8961., 9122.,
 56647."
/data/RJS752_556670_LIMPA_AL_15000nm.nc,50,1940,290,1365,325,1400,10924.63835,2776.008228,,SANTOS,LIMPA,,,,,,,,,,,,,," 5337.,13456.,13739.,14026.,62369."," 5337.,13386.,13633.,13846.,14098.,62369."," 5337.,13199.,13386.,13519.,13633.,13739.,13846.,13961.,14098.,14294.,
 62369."
/data/SRR5_V018774H_LIMPA_P_43360nm.nc,80,1680,170,764,157,751,3692.732808,5948.200974,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,LMT,1.42,13.6,-6.85869976,LMT,LMT,LPQHPR,LPQ,HPR,0.152288344," 5076., 9367., 9614., 9851.,65335."," 5076., 9303., 9523., 9704., 9908.,65335."," 5076., 9126., 9303., 9423., 9523., 9614., 9704., 9799., 9908.,10059.,
 65335."
/data/BUZ12_57678_LIMPA_P_33435nm.nc,50,1430,216,985,200,969,13992.38668,3521.19584,BUZ,SANTOS,LIMPA,ITP,,,,,,,,,,,,,"    0.,16978.,17534.,17778.,61627.","    0.,16620.,17408.,17635.,17831.,61627.","    0.,15288.,16620.,17193.,17408.,17534.,17635.,17729.,17831.,17966.,
 61627."
/data/BUZ43_571140_LIMPA_AL_29000nm.nc,80,1445,251,1156,240,1145,3607.315973,4530.396343,BUZ,SANTOS,LIMPA,BVE,,,GST,3.7,13.5,-6.459128097,GST,GST,LPQHPR,LPQ,HPR,0.568201724," 3442., 7800., 8146., 8458.,59263."," 3442., 7705., 8021., 8266., 8532.,59263."," 3442., 7430., 7705., 7881., 8021., 8146., 8266., 8390., 8532., 8726.,
 59263."
/data/ATP5RJS_539480_SUJA_AL_26530nm.nc,80,1645,165,751,200,786,2015.65889,2590.107534,ATP,SANTOS,SUJA,BVE,,,,,,,,,,,,," 1726., 4388., 4597., 4820.,41011."," 1726., 4332., 4520., 4676., 4883.,41011."," 1726., 4166., 4332., 4436., 4520., 4597., 4676., 4766., 4883., 5047.,
 41011."
/data/AB126RJS_O010183H_LIMPA_P_37800nm.nc,54,972,173,855,174,856,2483.45006,2928.846043,AB,CAMPOS(M),LIMPA,MCB,VH1,FALSE,,,,,,,,,,,"  543., 5173., 5451., 5702.,62819.","  543., 5098., 5350., 5547., 5763.,62819.","  543., 4882., 5098., 5238., 5350., 5451., 5547., 5648., 5763., 5921.,
 62819."
/data/SRR1ARJS_552220_LIMPA_AL_33895nm.nc,250,1715,136,606,154,624,11.98099634,125.9998695,SRR,SANTOS,LIMPA,BVE,,,,,,,,,,,,,"  0.,129.,137.,145.,255.","  0.,126.,134.,140.,147.,255.","  0.,120.,126.,130.,134.,137.,140.,143.,147.,152.,255."
/data/RJS733_V012652H_LIMPA_P_42300nm.nc,65,1495,166,783,172,789,2586.917143,3579.945145,SEP,SANTOS,LIMPA,BVE,VH1,TRUE,CLC,3.67,13.9,-6.457821666,OUTROS,CLC,LPQHPR,LPQ,HPR,0.564666064," 1728., 5882., 6222., 6504.,65335."," 1728., 5780., 6105., 6332., 6570.,65335."," 1728., 5461., 5780., 5966., 6105., 6222., 6332., 6444., 6570., 6743.,
 65335."
/data/CRT49_T010034H_LIMPA_P_40408nm.nc,160,1655,209,853,190,834,1724.38754,3474.173406,CRT,CAMPOS(M),LIMPA,MCB,VH1,TRUE,LMT,3.94,16.7,-6.424446891,LMT,LMT,LPQHPR,LPQ,HPR,0.595496222,"  701., 4970., 5306., 5642.,58669.","  701., 4887., 5180., 5432., 5726.,58669.","  701., 4666., 4887., 5045., 5180., 5306., 5432., 5567., 5726., 5947.,
 58669."
/data/ESS227D_747730_SUJA_AL_34900nm.nc,265,1475,251,997,235,981,9178.891385,2659.076159,,ESPÍRITO SANTO(M,SUJA,,,,,,,,,,,,,," 9526.,11680.,11856.,12034.,65335."," 9526.,11634.,11791.,11921.,12082.,65335."," 9526.,11506.,11634.,11720.,11791.,11856.,11921.,11992.,12082.,12228.,
 65335."
/data/RJS709_G0309H_LIMPA_P_36984nm.nc,50,1610,175,856,188,869,2636.643396,4210.618857,BUZ,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,157,17.1,-4.795658999,RDS,RDS,HPQHPR,HPQ,HPR,2.195899652," 2389., 6272., 6827., 7076.,59318."," 2389., 6025., 6680., 6937., 7123.,59318."," 2389., 5054., 6025., 6448., 6680., 6827., 6937., 7031., 7123., 7236.,
 59318."
/data/RJS757D_652940_SUJA_AL_32000nm.nc,75,1395,230,1039,232,1041,5888.449576,11865.01895,,CAMPOS(M),SUJA,,,,,,,,,,,,,," 9006.,17028.,17788.,18570.,46721."," 9006.,16843.,17500.,18079.,18768.,46721."," 9006.,16360.,16843.,17196.,17500.,17788.,18079.,18394.,18768.,19292.,
 46721."
/data/RJS743A_V017718H_LIMPA_P_56000nm.nc,120,1715,146,604,139,597,5316.501775,9292.250954,MRO,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,100,10,-5.007343677,RDS,RDS,HPQHPR,HPQ,HPR,2," 5649.,13950.,14663.,15009.,38298."," 5649.,13590.,14479.,14808.,15081.,38298."," 5649.,12178.,13590.,14190.,14479.,14663.,14808.,14941.,15081.,15260.,
 38298."
/data/RJS743A_V017718H_LIMPA_P_56220nm.nc,120,1825,129,588,121,580,4089.211532,8670.797349,MRO,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,100,10,-5.012643721,RDS,RDS,HPQHPR,HPQ,HPR,2," 3732.,12099.,12799.,13158.,49682."," 3732.,11745.,12616.,12947.,13235.,49682."," 3732.,10345.,11745.,12333.,12616.,12799.,12947.,13086.,13235.,13430.,
 49682."
/data/RJS699_546500_LIMPA_AL_16960nm.nc,100,1155,305,1251,282,1228,3617.17657,3519.346838,BUZ,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 1165., 6769., 7169., 7492.,64574."," 1165., 6624., 7037., 7292., 7573.,64574."," 1165., 5943., 6624., 6875., 7037., 7169., 7292., 7421., 7573., 7805.,
 64574."
/data/3RJS731RJ_V011280V_LIMPA_P_46345nm.nc,60,1605,167,702,190,725,2589.243225,4005.636682,MRO,SANTOS,LIMPA,ITP,VV1,TRUE,,1.47,10.3,-6.810632669,,,LPQHPR,LPQ,HPR,0.167317335,"  933., 6371., 6830., 7165.,65334.","  933., 6182., 6685., 6962., 7242.,65334.","  933., 5096., 6182., 6499., 6685., 6830., 6962., 7094., 7242., 7442.,
 65334."
/data/RJS709_G0438H_LIMPA_P_35574nm.nc,55,1675,215,946,232,963,2639.341722,4163.724066,BUZ,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,400,16,-4.417276831,RDS,RDS,HPQHPR,HPQ,HPR,2.602059991," 1744., 6297., 6894., 7205.,65221."," 1744., 6057., 6727., 7025., 7270.,65221."," 1744., 5192., 6057., 6477., 6727., 6894., 7025., 7144., 7270., 7431.,
 65221."
/data/RJS682A_F3015H_LIMPA_P_44024nm.nc,60,1625,157,735,156,734,2692.932923,5694.477004,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,LMT,18.6,15.9,-5.730958399,LMT,LMT,HPQHPR,HPQ,HPR,1.269512944," 2392., 8017., 8421., 8801.,37435."," 2392., 7910., 8273., 8565., 8894.,37435."," 2392., 7609., 7910., 8110., 8273., 8421., 8565., 8718., 8894., 9136.,
 37435."
/data/RJS709_F9870H_LIMPA_P_35184nm.nc,80,1690,178,921,181,924,2941.074727,3404.19624,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,GST,365,18.2,-4.461611854,GST,GST,HPQHPR,HPQ,HPR,2.562292864," 1551., 5988., 6434., 6719.,62825."," 1551., 5828., 6293., 6553., 6776.,62825."," 1551., 5220., 5828., 6110., 6293., 6434., 6553., 6664., 6776., 6915.,
 62825."
/data/RJS752_544890_LIMPA_AL_15000nm.nc,65,1950,309,1376,301,1368,7321.265743,2839.07912,,SANTOS,LIMPA,,,,,,,,,,,,,," 5562., 9670.,10172.,10562.,58342."," 5562., 9535., 9996.,10330.,10648.,58342."," 5562., 9149., 9535., 9789., 9996.,10172.,10330.,10482.,10648.,10866.,
 58342."
/data/RJS682A_F3189V_LIMPA_P_39650nm.nc,80,1645,183,827,173,817,4231.314399,7376.261277,SRR,SANTOS,LIMPA,BVE,VV1,TRUE,,0.018,9.8,-8.74822228,,,LPQHPR,LPQ,HPR,-1.744727495," 5341.,11259.,11616.,11985.,64397."," 5341.,11171.,11481.,11753.,12080.,64397."," 5341.,10942.,11171.,11337.,11481.,11616.,11753.,11902.,12080.,12333.,
 64397."
/data/RJS702_P8907_LIMPA_P_39173nm.nc,95,1850,196,857,199,860,2990.37068,3990.872303,TVD,CAMPOS(M),LIMPA,QM,VH1,TRUE,,40.7,17.3,-5.406018842,,,HPQHPR,HPQ,HPR,1.609594409," 1934., 6625., 7070., 7449.,64322."," 1934., 6494., 6914., 7217., 7538.,64322."," 1934., 6051., 6494., 6734., 6914., 7070., 7217., 7368., 7538., 7767.,
 64322."
/data/ANP2A_F2778H_LIMPA_P_38651nm.nc,70,1515,200,859,206,865,2426.96659,4949.006018,MRO,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,21.9,10.8,-5.660884851,RDS,RDS,HPQHPR,HPQ,HPR,1.340444115," 1167., 7009., 7388., 7683.,52574."," 1167., 6868., 7263., 7503., 7752.,52574."," 1167., 5879., 6868., 7110., 7263., 7388., 7503., 7620., 7752., 7930.,
 52574."
/data/RJS698_F8691H_LIMPA_P_40000nm.nc,120,1470,237,874,236,873,5190.645076,15059.04059,STUP,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,110,12.1,-4.960242829,ETR,ETR,HPQHPR,HPQ,HPR,2.041392685,"    0.,19099.,20583.,21661.,65535.","    0.,18649.,20085.,21026.,21890.,65535.","    0.,17301.,18649.,19472.,20085.,20583.,21026.,21447.,21890.,22455.,
 65535."
/data/RJS741_T012302V_LIMPA_P_58435nm.nc,72,1722,120,559,125,564,2713.28854,4892.794355,MRO,SANTOS,LIMPA,BVE,VV1,TRUE,,,,,,,,,,," 2646., 7242., 7638., 7871.,62317."," 2646., 7109., 7512., 7742., 7911.,62317."," 2646., 6709., 7109., 7348., 7512., 7638., 7742., 7831., 7911., 7998.,
 62317."
/data/SPS77A_F6272H_SUJA_P_27430nm.nc,530,2355,189,820,199,830,2431.385046,4506.571478,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,,"3.00e+01,6.39e+03,7.00e+03,7.31e+03,6.55e+04","3.00e+01,6.17e+03,6.82e+03,7.14e+03,7.38e+03,6.55e+04","3.00e+01,5.51e+03,6.17e+03,6.57e+03,6.82e+03,7.00e+03,7.14e+03,7.26e+03,
 7.38e+03,7.52e+03,6.55e+04"
/data/SRR5_V018814H_LIMPA_P_44000nm.nc,60,1710,162,744,179,761,4359.839866,6613.673094,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,LMT,19.96,17.8,-5.705827452,LMT,LMT,HPQHPR,HPQ,HPR,1.300160537," 5158.,10738.,10987.,11223.,65335."," 5158.,10673.,10895.,11077.,11280.,65335."," 5158.,10492.,10673.,10795.,10895.,10987.,11077.,11171.,11280.,11430.,
 65335."
/data/MGP105_276800_LIMPA_AL_24077nm.nc,75,1470,202,857,206,861,2040.827527,2190.711345,MG,RECÔNCAVO(T),LIMPA,CR,,,,,,,,,,,,," 1884., 4150., 4265., 4391.,60457."," 1884., 4121., 4221., 4310., 4426.,60457."," 1884., 4046., 4121., 4175., 4221., 4265., 4310., 4361., 4426., 4537.,
 60457."
/data/RJS709_F9833V_LIMPA_P_42101nm.nc,75,1685,198,817,180,799,11864.91315,3585.101446,BUZ,SANTOS,LIMPA,BVE,VV1,TRUE,,,,,,,,,,,"10896.,15294.,15557.,15805.,59800.","10896.,15223.,15461.,15651.,15865.,59800.","10896.,15020.,15223.,15355.,15461.,15557.,15651.,15750.,15865.,16025.,
 59800."
/data/LL1D_F4258H_LIMPA_P_38763nm.nc,65,1650,174,845,169,840,8397.846097,3148.034619,TUP,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 3808.,11278.,11579.,11786.,63644."," 3808.,11195.,11478.,11665.,11828.,63644."," 3808.,10945.,11195.,11352.,11478.,11579.,11665.,11745.,11828.,11932.,
 63644."
/data/BBG1D_584100_SUJA_AL_15088nm.nc,100,1415,347,1504,351,1508,4016.075578,2363.892693,BBG,SANTOS,SUJA,BVE,,,,,,,,,,,,,"  192., 6124., 6366., 6609.,44215.","  192., 6063., 6275., 6457., 6669.,44215.","  192., 5904., 6063., 6178., 6275., 6366., 6457., 6555., 6669., 6831.,
 44215."
/data/SPS77A_545A_LIMPA_P_34710nm.nc,60,1625,197,950,196,949,3792.913683,4787.246723,SPH,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 1663., 8078., 8571., 8906.,63912."," 1663., 7885., 8418., 8706., 8980.,63912."," 1663., 7170., 7885., 8217., 8418., 8571., 8706., 8837., 8980., 9168.,
 63912."
/data/RJS749_T012479H_LIMPA_P_58500nm.nc,60,1640,135,572,124,561,4411.776182,7928.157059,MRO,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 4568.,11742.,12338.,12742.,50299."," 4568.,11524.,12149.,12503.,12829.,50299."," 4568.,10621.,11524.,11905.,12149.,12338.,12503.,12660.,12829.,13045.,
 50299."
/data/SPS104_V015590H_LIMPA_P_38830nm.nc,216,1734,190,865,195,870,4957.416422,3349.334902,BAC,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,,"    0., 8050., 8362., 8658.,62326.","    0., 7967., 8248., 8475., 8730.,62326.","    0., 7730., 7967., 8122., 8248., 8362., 8475., 8593., 8730., 8919.,
 62326."
/data/BUZ4_T012750V_SUJA_P_25500nm.nc,99,3410,277,1302,291,1316,6100.221667,3468.090982,BUZ,SANTOS,SUJA,BVE,,,,,,,,,,,,," 4546., 9128., 9609.,10003.,53613."," 4546., 8987., 9443., 9764.,10094.,53613."," 4546., 8561., 8987., 9247., 9443., 9609., 9764., 9920.,10094.,10324.,
 53613."
/data/LL36A_V014350H_LIMPA_P_41000nm.nc,65,1650,182,818,170,806,3390.865744,5149.446172,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,1.07,11,-6.992334834,ETR,ETR,LPQHPR,LPQ,HPR,0.029383778," 2821., 8136., 8520., 8800.,60510."," 2821., 8021., 8392., 8633., 8860.,60510."," 2821., 7744., 8021., 8234., 8392., 8520., 8633., 8743., 8860., 9007.,
 60510."
/data/LL30_V010465H_LIMPA_P_39995nm.nc,60,1630,173,823,176,826,3313.565204,4720.895804,TUP,SANTOS,LIMPA,,VH1,TRUE,GST,0.609,8.8,-7.23445749,GST,GST,LPQHPR,LPQ,HPR,-0.215382707," 2446., 7699., 8045., 8368.,59027."," 2446., 7607., 7918., 8168., 8447.,59027."," 2446., 7348., 7607., 7778., 7918., 8045., 8168., 8298., 8447., 8651.,
 59027."
/data/CRT49_T010067H_LIMPA_P_40790nm.nc,60,1535,181,814,173,806,3957.703373,6180.946268,CRT,CAMPOS(M),LIMPA,MCB,VH1,TRUE,ETR,33.7,14.3,-5.485521597,ETR,ETR,HPQHPR,HPQ,HPR,1.527629901,"    0., 9300.,10284.,10884.,23456.","    0., 8837.,10002.,10526.,11019.,23456.","    0., 7394., 8837., 9606.,10002.,10284.,10526.,10761.,11019.,11362.,
 23456."
/data/SEP2RJS_533100_SUJA_AL_40190nm.nc,425,1465,254,897,247,890,3137.233274,3601.171489,SEP,SANTOS,SUJA,BVE,,,,2.96,9.3,-6.542602914,,,LPQHPR,LPQ,HPR,0.471291711," 2227., 6055., 6617., 7073.,65335."," 2227., 5978., 6320., 6852., 7139.,65335."," 2227., 5753., 5978., 6132., 6320., 6617., 6852., 7006., 7139., 7292.,
 65335."
/data/SRR5_V018893H_LIMPA_P_45110nm.nc,135,1710,179,739,199,759,7859.25862,8541.669811,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,LMT,0.553,12.3,-7.251433244,LMT,LMT,LPQHPR,LPQ,HPR,-0.257274869," 8696.,16153.,16415.,16680.,39389."," 8696.,16086.,16317.,16514.,16748.,39389."," 8696.,15904.,16086.,16212.,16317.,16415.,16514.,16620.,16748.,16933.,
 39389."
/data/SPS107B_571200_LIMPA_AL_35765nm.nc,72,1364,197,920,204,927,8728.291064,4979.179409,UIRA,SANTOS,LIMPA,BVE,,,,30.9,9.2,-5.524471241,,,HPQHPR,HPQ,HPR,1.489958479," 4926.,13210.,13683.,14162.,55149."," 4926.,13083.,13509.,13857.,14295.,55149."," 4926.,12710.,13083.,13319.,13509.,13683.,13857.,14049.,14295.,14750.,
 55149."
/data/RNS159_389198_SUJA_P_35740nm.nc,24,1352,195,934,188,927,2015.508161,2954.186904,,POTIGUAR(M),SUJA,,,,,,,,,,,,,," 2452., 4790., 5006., 5249.,52678."," 2452., 4736., 4924., 5092., 5320.,52678."," 2452., 4589., 4736., 4838., 4924., 5006., 5092., 5190., 5320., 5550.,
 52678."
/data/AB126RJS_O010133H_LIMPA_P_37800nm.nc,24,1092,189,873,178,862,11039.80441,3213.027245,AB,CAMPOS(M),LIMPA,MCB,VH1,FALSE,,,,,,,,,,," 3601.,13989.,14315.,14585.,59185."," 3601.,13889.,14203.,14420.,14649.,59185."," 3601.,13555.,13889.,14070.,14203.,14315.,14420.,14527.,14649.,14818.,
 59185."
/data/BUZ44_555650_SUJA_AL_35125nm.nc,415,1560,207,944,215,952,5549.331229,4027.130733,BUZ,SANTOS,SUJA,BVE,,,,,,,,,,,,," 2464., 9300., 9570., 9818.,56724."," 2464., 9228., 9472., 9665., 9878.,56724."," 2464., 9020., 9228., 9363., 9472., 9570., 9665., 9764., 9878.,10037.,
 56724."
/data/BUZ43_555830_LIMPA_AL_29000nm.nc,65,1415,252,1151,252,1151,1983.179602,2289.599069,BUZ,SANTOS,LIMPA,BVE,,,GST,92.2,15.7,-5.056821125,GST,GST,HPQHPR,HPQ,HPR,1.964730921," 1431., 4019., 4257., 4445.,33254."," 1431., 3944., 4176., 4331., 4488.,33254."," 1431., 3684., 3944., 4080., 4176., 4257., 4331., 4406., 4488., 4598.,
 33254."
/data/LL1DRJS_F4349H_LIMPA_P_39230nm.nc,100,1510,179,841,181,843,10932.20877,3182.538122,TUP,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 5245.,13872.,14203.,14485.,63181."," 5245.,13759.,14092.,14309.,14560.,63181."," 5245.,13259.,13759.,13958.,14092.,14203.,14309.,14421.,14560.,14800.,
 63181."
/data/RJS688A_F6432H_LIMPA_P_40820nm.nc,75,1545,219,849,226,856,9933.528523,3799.667976,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,,1590,16.4,-3.808266642,,,HPQHPR,HPQ,HPR,3.201397124," 8675.,13160.,13755.,14089.,63183."," 8675.,12902.,13588.,13893.,14160.,63183."," 8675.,12034.,12902.,13345.,13588.,13755.,13893.,14022.,14160.,14337.,
 63183."
/data/RJS688A_F6432H_SECA_P_37675nm.nc,80,1660,185,867,178,860,3187.169192,4741.213245,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,,1590,16.4,-3.807514814,,,HPQHPR,HPQ,HPR,3.201397124," 2591., 7262., 7911., 8186.,62262."," 2591., 6941., 7754., 8028., 8241.,62262."," 2591., 5866., 6941., 7487., 7754., 7911., 8028., 8133., 8241., 8380.,
 62262."
/data/RJS688A_F6432H_LIMPA_P_37681nm.nc,75,1675,185,865,179,859,2385.128159,4520.482238,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,,1590,16.4,-3.805102208,,,HPQHPR,HPQ,HPR,3.201397124," 2021., 6270., 6912., 7143.,60669."," 2021., 5959., 6764., 7014., 7188.,60669."," 2021., 4934., 5959., 6493., 6764., 6912., 7014., 7101., 7188., 7295.,
 60669."
/data/BBG1D_602400_SUJA_AL_17030nm.nc,60,1440,293,1322,302,1331,8512.482824,8899.432949,BBG,SANTOS,SUJA,,,,,,,,,,,,,," 1672.,16093.,17462.,19251.,47412."," 1672.,15808.,16896.,18102.,19701.,47412."," 1672.,15117.,15808.,16363.,16896.,17462.,18102.,18840.,19701.,20895.,
 47412."
/data/RJS757D_672140_SUJA_AL_21835nm.nc,128,1132,237,933,245,941,7459.685803,3810.022977,,CAMPOS(M),SUJA,,,,,0.005,26.8,-8.853791535,,,LPQHPR,LPQ,HPR,-2.301029996," 8272.,11081.,11321.,11568.,24388."," 8272.,11021.,11230.,11412.,11632.,24388."," 8272.,10864.,11021.,11134.,11230.,11321.,11412.,11511.,11632.,11815.,
 24388."
/data/RJS710_P8932_LIMPA_P_36908nm.nc,95,1535,176,876,188,888,4144.098435,5053.786188,TVD,CAMPOS(M),LIMPA,QM,VH1,TRUE,,27.2,29.1,-5.579104867,,,HPQHPR,HPQ,HPR,1.434568904," 3814., 8715., 9284., 9865.,56926."," 3814., 8570., 9071., 9500.,10011.,56926."," 3814., 8157., 8570., 8843., 9071., 9284., 9500., 9734.,10011.,10386.,
 56926."
/data/RJS741_V017382H_LIMPA_P_56280nm.nc,70,1770,138,590,131,583,2964.547026,4968.766836,MRO,SANTOS,LIMPA,BVE,VH1,TRUE,GST,237,16.3,-4.625473368,GST,GST,HPQHPR,HPQ,HPR,2.374748346," 2945., 7301., 7984., 8330.,50442."," 2945., 7037., 7782., 8141., 8389.,50442."," 2945., 6139., 7037., 7499., 7782., 7984., 8141., 8271., 8389., 8522.,
 50442."
/data/SPS74_F2840H_LIMPA_P_39954nm.nc,60,1670,164,815,167,818,2103.748584,3685.546749,LPA,SANTOS,LIMPA,BVE,VH1,TRUE,RDS,0.768,8.8,-7.134157955,RDS,RDS,LPQHPR,LPQ,HPR,-0.11463878," 2294., 5653., 5852., 6031.,62832."," 2294., 5599., 5780., 5921., 6073.,62832."," 2294., 5442., 5599., 5700., 5780., 5852., 5921., 5992., 6073., 6180.,
 62832."
